Item,Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer/Project: Company Name
,Invoice,2/27/15,INV13427,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",1.00,"$2,499.00 ","$2,499.00 ",NV,Dayton Elementary School
,Invoice,2/20/15,INV13398,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",1.00,"$1,334.39 ","$1,334.39 ",OR,InterMountain ESD
,Invoice,2/26/15,INV13420,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",3.00,"$1,334.39 ","$4,003.17 ",OR,InterMountain ESD
,Invoice,3/9/15,INV13455,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",2.00,"$1,334.39 ","$2,668.78 ",OR,Maritime Academy of Toledo
,Invoice,4/16/15,INV13576,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",1.00,"$1,334.39 ","$1,334.39 ",OR,Junction City School District 69
,Invoice,8/18/15,INV14110,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",7.00,"$1,334.39 ","$9,340.73 ",OR,Grants Pass School District 7
,Invoice,6/29/15,INV13885,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",2.00,$799.00 ,"$1,598.00 ",WA,Riverview School District 407
,Invoice,7/21/15,INV13972,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",2.00,"$1,299.00 ","$2,598.00 ",WA,Holy Rosary Bilingual Academy - Tacoma
,Invoice,8/31/15,INV14186,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",1.00,"$1,299.00 ","$1,299.00 ",WA,Northgate Elementary School
,Credit Memo,9/10/15,285,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",-2.00,"$1,299.00 ","($2,598.00)",WA,Holy Rosary Bilingual Academy - Tacoma
,Invoice,9/11/15,INV14234,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",2.00,"$1,299.00 ","$2,598.00 ",WA,Chestnut Hill Academy
,Invoice,6/29/15,INV13886,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available LIMITED TIME OFFER. Ends June 30th, 2015. Includes Shipping This is buy 1 get 1 free so you have to order 2.",6.00,$799.00 ,"$4,794.00 ",WA,Chain Lake Elementary School
,Invoice,7/1/15,INV13905,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available LIMITED TIME OFFER. Ends June 30th, 2015. Includes Shipping This is buy 1 get 1 free so you have to order 2.",4.00,$799.00 ,"$3,196.00 ",WA,Monroe School District 103
,Invoice,7/1/15,INV13906,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available LIMITED TIME OFFER. Ends June 30th, 2015. Includes Shipping This is buy 1 get 1 free so you have to order 2.",6.00,$799.00 ,"$4,794.00 ",WA,Monroe School District 103
,Invoice,6/12/15,INV13809,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available.",2.00,"$1,334.39 ","$2,668.78 ",OR,InterMountain ESD
,Invoice,8/11/15,INV14081,"300 Pro range 78"" ActivBoard - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available. Buy one get one free ends June 30, 2015.",2.00,$799.00 ,"$1,598.00 ",WA,Ingraham High School
,Invoice,7/1/15,INV13904,"300 Pro Range 78"" ActivBoard with mount system, DLP short throw - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",4.00,"$1,350.00 ","$5,400.00 ",NV,Dayton Elementary School
,Invoice,5/11/15,INV13675,"300 Pro range 87"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available FOC.",2.00,"$1,535.37 ","$3,070.74 ",OR,InterMountain ESD
,Invoice,8/3/15,INV14059,"300 Pro range 87"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available FOC.",2.00,"$1,499.00 ","$2,998.00 ",OR,Kids Unlimited
,Invoice,8/26/15,INV14144,"300 Pro range 87"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available FOC.",2.00,"$1,535.37 ","$3,070.74 ",OR,InterMountain ESD
,Invoice,8/28/15,INV14163,"300 Pro range 87"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available FOC.",4.00,"$1,497.30 ","$5,989.20 ",WA,Arlington School District 16
,Invoice,5/7/15,INV13672,35ft RapidRun® Multi-Format Runner Cable - In-Wall CMG-Rated,1.00,$64.95 ,$64.95 ,WA,"First Choice, LLC"
,Invoice,11/23/15,INV14666,35ft Select VGA Video Cable M/M - In-Wall CMG-Rated,2.00,$33.00 ,$66.00 ,CA,Beatty Elementary School
,Invoice,9/15/15,INV14260,378ActivBoard installation,2.00,$220.00 ,$440.00 ,WA,Riverview School District 407
,Invoice,10/12/15,INV14424,"500 Pro range 78"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",2.00,"$1,944.85 ","$3,889.70 ",OR,Maritime Academy of Toledo
,Invoice,11/16/15,INV14642,"500 Pro range 78"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",1.00,"$1,944.85 ","$1,944.85 ",OR,Maritime Academy of Toledo
,Invoice,1/19/15,INV13217,"500 Pro range 87"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",2.00,"$2,099.00 ","$4,198.00 ",CA,Westlake High School
,Invoice,6/3/15,INV13783,"500 Pro range 87"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",1.00,"$2,099.00 ","$2,099.00 ",CA,Jefferson Elementary School
,Invoice,9/15/15,INV14263,"500 Pro range 87"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available",1.00,"$1,750.00 ","$1,750.00 ",OR,Sams Valley Elementary School
,Invoice,6/16/15,INV13823,"500 Pro range 87"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available  *** SPECIAL CONTRACT PRICING ***",2.00,"$1,999.00 ","$3,998.00 ",CA,Aspen Elementary School
,Invoice,8/31/15,INV14187,"500 Pro range 87"" whiteboard  - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available  *** SPECIAL CONTRACT PRICING ***",1.00,"$1,999.00 ","$1,999.00 ",CA,Colina Middle School
,Invoice,3/31/15,INV13539,"500 Pro Range 95"" ActivBoard with mount system, extreme short throw - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available FOC",1.00,"$4,270.00 ","$4,270.00 ",CA,Cantua Elementary School
,Invoice,12/15/15,INV14756,50FT Cable Kit with Raceway and Fittings (non-plenum),2.00,$350.00 ,$700.00 ,CA,St. Paul's School
,Invoice,6/15/15,INV13820,ACT Install of 4 Outside plant cables at MMS,10.00,$65.00 ,$650.00 ,WA,Marysville School District 25
,Invoice,1/29/15,INV13268,ACT Installation,1.00,"$2,855.00 ","$2,855.00 ",WA,Enumclaw School District 216
,Invoice,6/18/15,INV13831,ACT Installation,1.00,$99.00 ,$99.00 ,WA,Holy Rosary School - Edmonds
,Invoice,1/20/15,INV13218,"ACT Installation  * Removal of old projector and boom. * Installation, calibration, and wiring of new Boxlight projector and new boom",20.00,$375.00 ,"$7,500.00 ",WA,Federal Way Public Schools
,Invoice,1/26/15,INV13244,ACT Installation - ActivBoard and Mount System,3.00,$577.15 ,"$1,731.45 ",CA,Tranquillity Elementary School
,Invoice,1/30/15,INV13276,ACT Installation - ActivBoard and Mount System,2.00,$577.15 ,"$1,154.30 ",CA,Tranquillity High School
,Invoice,2/3/15,INV13298,ACT Installation - ActivBoard and Mount System,6.00,$577.15 ,"$3,462.90 ",CA,San Joaquin Elementary School
,Invoice,1/26/15,INV13244,ACT Installation - ActivBoard Mobile System,1.00,$495.00 ,$495.00 ,CA,Tranquillity Elementary School
,Invoice,1/30/15,INV13276,ACT Installation - ActivBoard Mobile System,1.00,$495.00 ,$495.00 ,CA,Tranquillity High School
,Invoice,8/25/15,INV14121,ACT Installation - ActivBoard Mount System,1.00,$725.00 ,$725.00 ,CA,Coalinga Middle School
,Invoice,9/9/15,INV14214,ACT Installation - Adjustable Wall Mount - Install ActivInspire PRO - Install Wall Box Kit,1.00,$695.00 ,$695.00 ,CA,Moorpark Unified School District
,Invoice,5/18/15,INV13694,ACT Installation - Ceiling Mount Projector  (using customer owned P5 WX30N projectors) and Extension Kit,4.00,$495.00 ,"$1,980.00 ",CA,Steinbeck Elementary
,Invoice,11/30/15,INV14690,ACT Installation - Fixed Wall Mount - Install ActivInspire PRO - Install Wall Box Kit,1.00,$495.00 ,$495.00 ,CA,Moorpark Unified School District
,Invoice,11/30/15,INV14692,ACT Installation - Fixed Wall Mount - Install ActivInspire PRO - Install Wall Box Kit - Room #34,1.00,$495.00 ,$495.00 ,CA,Campus Canyon College Preparatory Academy
,Invoice,3/17/15,INV13487,ACT Installation - install new BoxLight projector on existing boom,3.00,$165.00 ,$495.00 ,CA,Coalinga Middle School
,Invoice,3/17/15,INV13487,ACT Installation - install new BoxLight with new wall mount,1.00,$395.00 ,$395.00 ,CA,Coalinga Middle School
,Invoice,2/17/15,INV13367,ACT Installation - MS400 Installation,4.00,$475.00 ,"$1,900.00 ",WA,Enumclaw School District 216
,Invoice,8/3/15,INV14053,ACT Installation - Projector and Vantage Point Mount,2.00,$330.00 ,$660.00 ,CA,Walt Tyler Elementary School
,Invoice,9/25/15,INV14316,ACT Installation - Projector Installation,3.00,$165.00 ,$495.00 ,CA,Grand View Elementary School
,Invoice,4/15/15,INV13566,ACT Installation - Projector installation on existing boom,1.00,$165.00 ,$165.00 ,CA,Nell Dawson Elementary School
,Invoice,2/5/15,INV13311,ACT Installation - Projector swap on existing boom  Room 20,1.00,$165.00 ,$165.00 ,CA,Laton Unified School District
,Invoice,2/5/15,INV13310,ACT Installation - Projector Upgrade,1.00,$165.00 ,$165.00 ,CA,Laton High School
,Invoice,3/9/15,INV13449,ACT Installation - Projector Upgrade,1.00,$165.00 ,$165.00 ,CA,Liddell Elementary School
,Invoice,3/17/15,INV13484,ACT Installation - Projector Upgrade,2.00,$165.00 ,$330.00 ,CA,Liddell Elementary School
,Invoice,4/20/15,INV13587,ACT Installation - Projector Upgrade,1.00,$165.00 ,$165.00 ,CA,Laton High School
,Invoice,4/6/15,INV13548,ACT Installation - Wall Mount ActivPanel (fixed height) - Install ActivInspire PRO,2.00,$495.00 ,$990.00 ,CA,Moorpark Unified School District
,Invoice,6/23/15,INV13850,ACT Installation - Wall Mount ActivPanel (fixed height) - Install ActivInspire PRO - Install Wall Box Kit,1.00,$495.00 ,$495.00 ,CA,Coronita Elementary School
,Invoice,6/25/15,INV13869,ACT Installation - Wall Mount ActivPanel (fixed height) - Install ActivInspire PRO - Install Wall Box Kit,1.00,$495.00 ,$495.00 ,CA,Moorpark Unified School District
,Invoice,9/9/15,INV14214,ACT Installation - Wall Mount ActivPanel (fixed height) - Install ActivInspire PRO - Install Wall Box Kit,2.00,$495.00 ,$990.00 ,CA,Moorpark Unified School District
,Invoice,4/20/15,INV13586,ACT Installation - Wall Mount ActivPanel (fixed on the wall),1.00,$495.00 ,$495.00 ,CA,Los Angeles Clippers
,Invoice,6/25/15,INV13879,ACT Installation - Wall Mount ActivPanel (fixed on the wall),1.00,$495.00 ,$495.00 ,CA,Los Angeles Clippers
,Invoice,2/17/15,INV13360,ACT Installation * Remove Existing Boom Mounted Projector.  * Install New BoxLight Projector and Adapter Bracket.  * Check all existing Promethean/ AudioGear Hardware to see if working properly,7.00,$250.00 ,"$1,750.00 ",CA,University Heights Middle School
,Invoice,9/30/15,INV14348,ACT Installation * Remove Existing Boom Mounted Projector.  * Install New BoxLight Projector and Adapter Bracket.  * Check all existing Promethean/ AudioGear Hardware to see if working properly,2.00,$250.00 ,$500.00 ,CA,University Heights Middle School
,Invoice,11/23/15,INV14667,ACT Installation * Remove Existing Boom Mounted Projector.  * Install New BoxLight Projector and Adapter Bracket.  * Check all existing Promethean/AudioGear Hardware to see if working properly,6.00,$250.00 ,"$1,500.00 ",CA,University Heights Middle School
,Invoice,1/14/15,INV13179,ACT Installation AB387PRO and BoxLight Dallas WX31NXT Projector,2.00,$654.50 ,"$1,309.00 ",CA,Glenwood Elementary School
,Invoice,3/9/15,INV13441,"ACT Installation for 587Pro ActivBoard, BoxLight ECO WX32NST Short-throw Projector and Mount.",2.00,$654.50 ,"$1,309.00 ",CA,Westlake High School
,Invoice,6/16/15,INV13824,ACT Installation for AB178,5.00,$165.00 ,$825.00 ,CA,Roosevelt Elementary School
,Invoice,1/14/15,INV13180,ACT Installation for Activboard 587PRO and BoxLight Dallas WX31NXT,1.00,$654.50 ,$654.50 ,CA,Aspen Elementary School
,Invoice,8/27/15,INV14151,ACT Installation for Activboard 587PRO and EPSON PowerLite 535W Projector,2.00,$654.50 ,"$1,309.00 ",CA,Aspen Elementary School
,Invoice,12/10/15,INV14736,ACT Installation for Activboard 587PRO and EPSON PowerLite 585W Projector,1.00,$654.50 ,$654.50 ,CA,Colina Middle School
,Invoice,1/14/15,INV13182,ACT Installation for ActivBoard and Mount System,1.00,$604.50 ,$604.50 ,CA,Fugman Elementary School
,Invoice,3/9/15,INV13446,ACT Installation for ActivBoard and Mount System,3.00,$604.50 ,"$1,813.50 ",CA,Dry Creek Elementary School
,Invoice,3/12/15,INV13471,ACT Installation for ActivBoard and Mount System,4.00,$725.00 ,"$2,900.00 ",CA,Winton Middle School
,Invoice,5/5/15,INV13655,ACT Installation for ActivBoard and Mount System,2.00,$604.50 ,"$1,209.00 ",CA,Dry Creek Elementary School
,Invoice,7/30/15,INV14043,ACT Installation for ActivBoard and Mount System,1.00,$725.00 ,$725.00 ,CA,Frank Sparkes Elementary
,Invoice,2/27/15,INV13433,ACT Installation for ActivBoard System and Cable Kits,2.00,$875.00 ,"$1,750.00 ",CA,Calaveras County Office of Education
,Invoice,2/3/15,INV13297,"ACT Installation for ActivBoard UST Mount System, ActivSound, and Extension Kit",1.00,$654.50 ,$654.50 ,CA,IvyTech Charter School
,Invoice,2/11/15,INV13331,ACT Installation for ActivClassroom System,1.00,$725.00 ,$725.00 ,CA,Alturas Elementary School
,Invoice,2/10/15,INV13329,ACT Installation for ActivPanel Touch,1.00,$495.00 ,$495.00 ,CA,Chaparral Middle School
,Invoice,3/9/15,INV13438,ACT Installation for BoxLight Dallas and EST Mount,1.00,$475.00 ,$475.00 ,WA,Clark County Sheriff
,Invoice,4/21/15,INV13600,"Act Installation for Lobby: Includes installation of  70"" BL Panel, Sound bar with bracket: Installation includes Pixie controller for (on/off, and discreet source selection via RS 232). Custom Face plate with VGA, HDMI, 3.5 cables also  included. ***Clock will need to be removed prior to installation and network cable available for Panel*****",1.00,$920.00 ,$920.00 ,WA,St. Joseph School
,Invoice,2/19/15,INV13381,ACT Installation for Mount System,2.00,$650.00 ,"$1,300.00 ",CA,Robertson High School
,Invoice,6/3/15,INV13777,ACT Installation for PRM-45 projector on V3 Fixed Mount System,1.00,$165.00 ,$165.00 ,CA,Davis Middle School
,Credit Memo,9/30/15,289,ACT Installation for projectors (4 hours total) $165/hr,-2.00,$165.00 ,($330.00),CA,San Benito County Office of Education
,Invoice,9/30/15,INV14339,ACT Installation for projectors (4 hours total) $165/hr,2.00,$165.00 ,$330.00 ,CA,San Benito County Office of Education
,Invoice,9/25/15,INV14312,ACT installation for wall-mount TV,2.00,$350.00 ,$700.00 ,CA,Frank Augustus Miller Middle
,Invoice,12/28/15,INV14792,ACT installation includes:  • LED Panel and Mount  • Smartboard and Projector Removal (customer will be responsible for disposing of products)   *Please note - Pricing based on the assumption that the conduits run to the box behind the Smart Board from the wall plate and projector. Also that the cables can be relocated from the ceiling projectors to the box on the wall.,11.00,$485.00 ,"$5,335.00 ",WA,St. Thomas School
,Invoice,1/30/15,INV13274,ACT Installation- Installation of BoxLight P10 WX31NXT Projector and EST Wall Mount,5.00,$500.00 ,"$2,500.00 ",CA,Jefferson Elementary School
,Invoice,1/30/15,INV13272,ACT Installation- Installation of BoxLight P10 WX35NXT Projector and EST Wall Mount,1.00,$500.00 ,$500.00 ,CA,Jefferson Elementary School
,Invoice,9/15/15,INV14256,"ACT Installation- Installation of BoxLight P5 WX31NST Projector, Chief Short-throw Mount, and ACT Wall Box Kit",9.00,$500.00 ,"$4,500.00 ",CA,Jefferson Elementary School
,Invoice,1/26/15,INV13250,ACT Installation- Installation of BoxLight P5 WX31NST Projectors and Chief Short-throw,10.00,$500.00 ,"$5,000.00 ",CA,Jefferson Elementary School
,Invoice,6/15/15,INV13812,ACT Installation- Installation of BoxLight P5 WX31NST Projectors and Chief Short-throw,4.00,$500.00 ,"$2,000.00 ",CA,Jefferson Elementary School
,Invoice,6/1/15,INV13767,ACT Installation- Installation of BoxLight P8 WX31NXT Projector and EST Wall Mount,22.00,$500.00 ,"$11,000.00 ",CA,Alcott Elementary
,Invoice,7/27/15,INV14007,ACT Installation of Activboard 595PRO EST System,1.00,$577.17 ,$577.17 ,CA,Cantua Elementary School
,Invoice,11/16/15,INV14643,ACT installation of ActivBoard and mount system,1.00,$725.00 ,$725.00 ,CA,Fugman Elementary School
,Invoice,5/27/15,INV13746,"ACT Installation of ActivBoard, Short-throw BoxLight Projector and Boom, ActivSound Bar, and Wall Box Kit",1.00,$725.00 ,$725.00 ,CA,Saroyan Elementary School
,Invoice,6/8/15,INV13788,"ACT Installation of ActivBoard, Short-throw BoxLight Projector and Boom, ActivSound Bar, and Wall Box Kit *Due to the volume, we are able to reduce the installation to $660 per room. *",12.00,$660.00 ,"$7,920.00 ",CA,Teague Elementary
,Invoice,7/27/15,INV14000,"ACT Installation of ActivBoard, UST Projector & Mount, ActivSound Bar, and Extension Kit",2.00,$650.00 ,"$1,300.00 ",CA,Robertson High School
,Invoice,4/16/15,INV13571,ACT Installation of ActivBoard6 Touch and Mount System,1.00,$725.00 ,$725.00 ,CA,Frank Sparkes Elementary
,Invoice,4/9/15,INV13556,ACT Installation of ActivClassroom,1.00,$725.00 ,$725.00 ,CA,Mountain Oaks School
